shift,interval,difficulty,event,shift_size,response,rt,jnd,correct,subject,experimenter,experiment,version,Unnamed: 34,answer
+,425.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,12.5,True,7.0,12.5,False,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,18.75,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,18.75,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,12.5,False,4.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,12.5,False,2.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,18.75,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,12.5,True,2.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,12.5,True,7.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,18.75,True,4.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,18.75,True,5.0,12.5,False,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,12.5,False,4.0,12.5,False,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,18.75,True,3.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,12.5,True,3.0,12.5,False,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,12.5,True,1.0,12.5,False,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,18.75,True,4.0,12.5,False,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,2.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,12.5,True,5.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,12.5,False,5.0,12.5,False,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,12.5,True,5.0,12.5,False,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,12.5,True,7.0,12.5,False,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,12.5,False,2.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,12.5,True,6.0,12.5,False,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,18.75,True,5.0,12.5,False,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,18.75,True,16.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,18.75,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,12.5,True,1.0,12.5,False,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,18.75,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,18.75,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,18.75,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,12.5,True,2.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,2.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,12.5,True,2.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,18.75,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,18.75,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,425.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,575.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,575.0,1.0,trial,12.5,False,0.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,18.75,True,2.0,12.5,True,11,OMR,IPAD,1.0,,True
-,425.0,1.0,trial,18.75,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,500.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,425.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,575.0,1.0,trial,18.75,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
+,500.0,1.0,trial,12.5,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,500.0,1.0,trial,18.75,True,1.0,12.5,True,11,OMR,IPAD,1.0,,True
+,425.0,1.0,trial,12.5,True,0.0,12.5,True,11,OMR,IPAD,1.0,,True
-,500.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,12.5,False,1.0,12.5,True,11,OMR,IPAD,1.0,,False
-,575.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,575.0,1.0,trial,5.625,False,2.0,5.625,False,12,EM,IPAD,1.0,,True
+,425.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,500.0,1.0,trial,8.4375,False,3.0,5.625,False,12,EM,IPAD,1.0,,True
+,575.0,1.0,trial,8.4375,False,2.0,5.625,False,12,EM,IPAD,1.0,,True
-,425.0,1.0,trial,5.625,False,0.0,5.625,True,12,EM,IPAD,1.0,,False
-,425.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,500.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,575.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,575.0,1.0,trial,8.4375,False,0.0,5.625,True,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,575.0,1.0,trial,8.4375,False,0.0,5.625,True,12,EM,IPAD,1.0,,False
+,500.0,1.0,trial,5.625,True,3.0,5.625,True,12,EM,IPAD,1.0,,True
-,575.0,1.0,trial,5.625,False,3.0,5.625,True,12,EM,IPAD,1.0,,False
-,575.0,1.0,trial,8.4375,False,2.0,5.625,True,12,EM,IPAD,1.0,,False
-,575.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,8.4375,False,3.0,5.625,True,12,EM,IPAD,1.0,,False
-,425.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,575.0,1.0,trial,5.625,False,0.0,5.625,True,12,EM,IPAD,1.0,,False
-,425.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,575.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,500.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,425.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,425.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,500.0,1.0,trial,8.4375,True,1.0,5.625,False,12,EM,IPAD,1.0,,False
+,575.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,575.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,425.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,425.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,575.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,500.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,425.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,500.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,575.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,425.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,425.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,575.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,500.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,500.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,575.0,1.0,trial,5.625,True,3.0,5.625,True,12,EM,IPAD,1.0,,True
+,575.0,1.0,trial,5.625,False,2.0,5.625,False,12,EM,IPAD,1.0,,True
-,425.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,8.4375,False,0.0,5.625,True,12,EM,IPAD,1.0,,False
+,425.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,500.0,1.0,trial,5.625,False,2.0,5.625,True,12,EM,IPAD,1.0,,False
+,425.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,425.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,425.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,575.0,1.0,trial,8.4375,True,0.0,5.625,True,12,EM,IPAD,1.0,,True
+,500.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,425.0,1.0,trial,5.625,False,2.0,5.625,True,12,EM,IPAD,1.0,,False
+,500.0,1.0,trial,5.625,True,0.0,5.625,True,12,EM,IPAD,1.0,,True
+,425.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,425.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,5.625,True,1.0,5.625,False,12,EM,IPAD,1.0,,False
+,575.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,500.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,425.0,1.0,trial,5.625,True,2.0,5.625,False,12,EM,IPAD,1.0,,False
+,575.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,425.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,425.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,500.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,425.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,425.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,425.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,500.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,425.0,1.0,trial,5.625,False,3.0,5.625,True,12,EM,IPAD,1.0,,False
-,425.0,1.0,trial,8.4375,True,1.0,5.625,False,12,EM,IPAD,1.0,,False
-,575.0,1.0,trial,8.4375,False,0.0,5.625,True,12,EM,IPAD,1.0,,False
+,425.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,575.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,425.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,575.0,1.0,trial,5.625,True,0.0,5.625,True,12,EM,IPAD,1.0,,True
-,575.0,1.0,trial,5.625,False,3.0,5.625,True,12,EM,IPAD,1.0,,False
+,425.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,425.0,1.0,trial,8.4375,True,0.0,5.625,True,12,EM,IPAD,1.0,,True
-,425.0,1.0,trial,8.4375,True,2.0,5.625,False,12,EM,IPAD,1.0,,False
+,575.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,575.0,1.0,trial,8.4375,True,3.0,5.625,False,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,5.625,True,1.0,5.625,False,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,8.4375,False,2.0,5.625,True,12,EM,IPAD,1.0,,False
+,425.0,1.0,trial,8.4375,True,3.0,5.625,True,12,EM,IPAD,1.0,,True
-,500.0,1.0,trial,8.4375,False,2.0,5.625,True,12,EM,IPAD,1.0,,False
-,575.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,500.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,575.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,500.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
-,500.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,500.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,575.0,1.0,trial,5.625,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
+,575.0,1.0,trial,8.4375,True,0.0,5.625,True,12,EM,IPAD,1.0,,True
-,575.0,1.0,trial,5.625,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,425.0,1.0,trial,8.4375,True,2.0,5.625,False,12,EM,IPAD,1.0,,False
-,575.0,1.0,trial,5.625,False,0.0,5.625,True,12,EM,IPAD,1.0,,False
-,425.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
-,500.0,1.0,trial,8.4375,False,1.0,5.625,True,12,EM,IPAD,1.0,,False
+,500.0,1.0,trial,5.625,True,2.0,5.625,True,12,EM,IPAD,1.0,,True
+,575.0,1.0,trial,8.4375,True,1.0,5.625,True,12,EM,IPAD,1.0,,True
